SAN,Carton Quantity SAN*,Amazon Identifier,Name,Address 1,Address 2,City,State,Zip,Country,Added,,,,
990977X,,XUSR,XUSR 3PL,5425 Dixie Highway,,Saginaw,MI,48601,US,4-18-2018,,,,
9909834,,VUGO,VUGO - Abbott GA,300 Interstate West Parkway,,Austell,GA,30168,US,4-25-2018,,,,
9909826,,TIW1,Port of Tacoma,One Sitcum Plaza,,Tacoma,WA,98421,US,4-25-2018,,,,
95331031,,KUS2,Shenzhen Chinex Logistics Co., Ltd.,2nd Floor, A57 Building B, Northern part of Modern Logistics Center,Yantian Integrated Bonded Zone, Mingzhu Ave.,Shenzhen,,518083,CN - China,5-14-2018
95410271,,KUS1,Ocean East International Logistics,No 77 Yesheng Road,,Shanghai,,201306,CN - China,5-14-2018,,,,
990994X,,RELO,ReCommerce 3PL,201 Spear St,,San Francisco,CA,94105-1630,US,5-15-2018,,,,
9910115,,VUWH, VUWH - Hills Pets (Ontario, CA),5725 Jurupa St,,Ontario,CA,91761,US,06-08-2018,,,
9910123,,ICSF,IVSF,2821 MARION DR STE 109,,LAS VEGAS,NV,89115,US,06-09-2018,,,,
9910298,,VUQH,VUQH - NicePak IN,381 Airtech Pkwy,,Plainfeild,IN,46168,US,07-05-2018,,,,
9910530,9910549,IND8,7760 W Morris Street,,,,,,,,,,,
,712 S. Girls School Rd.,,Indianapolis,IN,46231,US,7-13-2018,,,,,,,
990378X,,XIX2,Golden State FC LLC,2020 E Central Ave,,San Bernardino,CA,92408-0123,US,08-09-2018,,,,
9910654,,XUSV,Amazon Fulfillment Services,2255 W. Lugonia Avenue,,Redlands,CA,92374-5049,US,08-10-2018,,,,
9970832,,ITX1,Amazon fulfillment services,9851 Fallbrook Pines Drive Suite 100,,Houston,TX,77064-3329,US,08-10-2018,,,,
9910840,,ITX2,Amazon fulfillment services,6911 FAIRBANKS N HOUSTON RD SUITE 160,,Houston,TX,77040-1437,US,08-10-2018,,,,
9910816,,SBX2,ShopBop,4718 Helgesen Drive,Suite 1,Madison,WI,53718-6740,US,08-10-2018,,,,
136748X,,IMXF,MEX1 for XBPS,Parque Industrial Tres R�os, TR8 (Amazon),Carretera M�xico ?EQuer�taro km 41.5,Cuautitlan Izcalli,,54715,MX -Mexico,8-20-2018,,,
1367471,,IMXH,Welldex XBPS Node,EJE 140, Av. Central 108,Col. Zona industrial,San Luis Potosi,,78395,MX -Mexico,8-20-2018,,,
8100950,8100969,YYC1,Amazon Canada Fulfillment Services, Inc.,293069 Colonel Robertson Way,,Calgary,AB,T4A 1C6,CA - Canada,9-19-2018,,,
9909990,,XUSU,845 Paragon Way,,,Rock Hill,SC,29730,US,9-19-2018,,,,
9911529,,XBSP,NFI Industries - Bulk Storage 3PL,15750 Mountain Ave,,CHINO,CA,91708-9120,US,1-21-2019,,,,
991160X,,VAEO,VAEO - Amazon Employee Outlet,20526 59th Place S.,,Kent,WA,98032,US,02-04-2019,,,,
9911626,,VUQN,VUQH - First Quality UT,1711 S 4650 W,,Salt Lake City,UT,84104,US,02-05-2019,,,,
9911634,,VUQM,VUQM - FQ SC,441 Masters Boulevard,,Anderson,SC,29626,US,02-05-2019,,,,
9911669,,ASE3,ASE3 -  Amazon Prime Now,20526 59th Place South,,Kent,WA,98032-2159,US,02-08-2019,,,,
9911677,,PPH3,PPH3- Amazon Prime Now,2306 South Street,,PHILADELPHIA,PA,19146-1122,US,02-08-2019,,,,
9911987,,ISE6,ISE6-Amazon Go,307 Fairview Avenue North,,Seattle,WA,98109,US,3-27-2019,,,,
9912010,,ICH5,ICH5-Amazon Go,111 E Wacker Dr,,Chicago,IL,60601,US,3-29-2019,,,,
9912533,,SFL1,SLF1,7469 KINGSPOINTE PKWY,,ORLANDO,FL,32819-8587,US,4-26-2019,,,,
9921028,,Jan-01,Jan-01,219 MADISON COUNTY PKWY,,CANTON,MS,39046-2100,US,1-28-2021,,,,
9926488,,VUCJ,VUCJ,105 WILLOW SPRINGS LN,,YORK,PA,17406-8511,US,4-18-2022,,,,
9926682,,VUDC,VUDC,8400 INDUSTRIAL BLVD,,BREINIGSVILLE,PA,18031-1478,US,5-13-2022,,,,
9926690,,VUDZ,VUDZ,1950 PALMETTO AVE,,REDLANDS,CA,92374-5021,US,5-16-2022,,,,
9927263,,VUCV,VUCV,100 PROLOGIS PKWY,,MORRIS,IL,60450-4504,US,5-24-2022,,,,
9928030,,VUCS,VUCS,100 NE COLUMBIA BLVD,,PORTLAND,OR,97211-1416,US,5-25-2022,,,,
9928049,,VUCN,VUCN,27 GATEWAY COMMERCE CENTER DR,,EDWARDSVILLE,IL,62025-2811,US,5-25-2022,,,,
9928057,,VUCU,VUCU,480 E NORTH AVE,,FRESNO,CA,93706-5466,US,5-25-2022,,,,
VXPB,,VXPB,VXPB,Parque Industrial - Toluca Parks II, Nave 3,Camino Real a Santin 129, San Mateo Otzacatipan, Toluca,San Mateo Otzacatipan,MX,50030,MX,5-31-2022,
VXPC,,VXPC,VXPC,Prolongacio La Joya S-N Col.Barrio,San Jose C.P 54878 Cuautitlan, Estado de mexico,Cuautitlan,MX,54878,MX,5-31-2022,,,
VXPA,,VXPA,VXPA,Parque Industrial - Carretera Amomolulco,Ocoyoacac Km 0.2 Int.9, Col. San Pedro Ocoyoacac,Estado de Mexico,MX,52754,MX,5-31-2022,,,
VXIA,,VXIA,VXIA,Av. Ferrocarril Central s,n Bodega 7 ,Col.Xochinahuac,del. Azcapotzalco ,Mexico City,MX,2120,MX,5-31-2022,,
9928073,,VUEM,VUEM,3280 E La Madre Way,,NORTH LAS VEGAS,NV,89081,US,5-31-2022,,,,
9928081,,VUDB,VUDB,15801 S GREEN RD,,OLATHE,KS,66061,US,5-31-2022,,,,
992809X,,VUDD,VUDD,1802 C ST,,SACRAMENTO,CA,95811-1010,US,5-31-2022,,,,
9928235,,VUCM,VUCM,190 BARTRAM PKWY,,FRANKLIN,IN,46131-6973,US,6-13-2022,,,,
9928243,,VUCQ,VUCQ,31100 W 196TH ST,,EDGERTON,KS,66021-4503,US,6-13-2022,,,,
9925228,,VUCZ,VUCZ,7816 HAWKS PRAIRIE RD NE,,LACEY,WA,98516-2731,US,6-20-2022,,,,
9928324,,AGS3,AGS3,785 Innovation Pkwy.,,APPLING,GA,30802,US,6-23-2022,,,,
9928332,,AKH4,AKH4,525 Scalybark Rd,,GASTONIA,NC,28054,US,6-23-2022,,,,
9928340,,BOI7,BOI7,2201 E. Freight St,,BOISE,ID,83716,US,6-23-2022,,,,
9928359,,XLX7,XLX7,18580 GATEWAY DR,,VICTORVILLE,CA,92394,US,6-23-2022,,,,
9928367,,LDJ7,LDJ7,526 Gulf Avenue,,STATEN ISLAND,NY,10314,US,6-23-2022,,,,
9908463,,LXY2,LXY2,911 TREY ST   DOCK DOOR 114,,JEFFERSONVILLE,IN,47130-7702,US,6-23-2022,,,,
9928375,,MDT8,MDT8,200 Goodman Drive,,LEWISBERRY,PA,17339,US,6-23-2022,,,,
9928383,,PIT4,PIT4,17 William Drive,,IMPERIAL,PA,15126,US,6-23-2022,,,,
9928391,,RFD3,RFD3,4300 Brandon Road,,ELWOOD,IL,60421,US,6-23-2022,,,,
9928405,,RFD7,RFD7,23700 Bluff Road,,CHANNAHON,IL,60410,US,6-23-2022,,,,
9928413,,SAT7,SAT7,6611 Lancer Boulevard,,SAN ANTONIO,TX,78220,US,6-23-2022,,,,
9928421,,SAV7,SAV7,60 Triple-B Trail,,PORT WENTWORTH,GA,31407,US,6-23-2022,,,,
992843X,,TPA9,TPA9,585 33rd Street NW,,RUSKIN,FL,33570,US,6-23-2022,,,,
9928448,,TUS7,TUS7,3590 East Corona Rd,,TUCSON,AZ,85756,US,6-23-2022,,,,
9928456,,VGT4,VGT4,6501 Howdy Wells  Prologis Speedway Bldg6,,LAS VEGAS,NV,89115,US,6-23-2022,,,,
9920870,,XLX6,XLX6,12220 Carolina Logistics Drive,,PINEVILLE,NC,28134,US,6-23-2022,,,,
9928464,,BTR7,BTR7,3191 Webster Lane,,PORT ALLEN,LA,70767,US,6-23-2022,,,,
9928472,,CAK4,CAK4,10242 State Route 43,,STREETSBORO,OH,44241,US,6-23-2022,,,,
9928480,,CNO3,CNO3,21590 Needham Ranch Parkway,,Santa Clarita,CA,91321,US,6-23-2022,,,,
9928499,,DSM7,DSM7,2300 Shiloh Rose Pkwy. SW,,BONDURANT,IA,50035,US,6-23-2022,,,,
9928502,,FLL4,FLL4,14250 Aviation Drive,,HIALEAH,FL,33014,US,6-23-2022,,,,
9928510,,GLS1,GLS1,6363 FM 1405,,BAYTOWN,TX,77523,US,6-23-2022,,,,
9928529,,HBF7,HBF7,6311 36TH AVE W,,EVERETT,WA,98203-1265,US,6-23-2022,,,,
9928537,,HBN7,HBN7,1701 LEBANON PIKE CIR,,NASHVILLE,TN,37210-3215,US,6-23-2022,,,,
9928545,,HCE7,HCE7,23371 AURORA RD,,BEDFORD,OH,44146-1783,US,6-23-2022,,,,
9928553,,HDT7,HDT7,12795 PREMIER CENTER CT,,PLYMOUTH,MI,48170-3212,US,6-23-2022,,,,
9928561,,HDY7,HDY7,45 LAU PKWY,,CLAYTON,OH,45315-8754,US,6-23-2022,,,,
992-857X,,HGR7,HGR7,5199 68TH ST SE,,CALEDONIA,MI,49316-9516,US,6-23-2022,,,,
9928588,,HMC7,HMC7,4158 POWELL DR,,SHAWNEE,KS,66226-7810,US,6-23-2022,,,,
992-860X,,HMK7,HMK7,16555 W SMALL RD,,NEW BERLIN,WI,53151,US,6-23-2022,,,,
9928618,,HPH7,HPH7,120 W PUMPING STATION RD,,QUAKERTOWN,PA,18951-4214,US,6-23-2022,,,,
9928626,,HPT7,HPT7,4800 MCCLAREN WOODS DR,,CORAOPOLIS,PA,15108-7777,US,6-23-2022,,,,
9928634,,HPX7,HPX7,1343 N COLORADO ST,,GILBERT,AZ,85233-1618,US,6-23-2022,,,,
9928642,,HSM7,HSM7,3640 RAMOS DRIVE,,SACRAMENTO,CA,95864,US,6-23-2022,,,,
9928650,,HTP7,HTP7,9799 INTERNATIONAL CT N,,SAINT PETERSBURG,FL,33716-4807,US,6-23-2022,,,,
9928669,,HYN7,HYN7,2 EMPIRE BLVD,,MOONACHIE,NJ,07074-1303,US,6-23-2022,,,,
9923578,,BNA6,BNA6,3875 GUTHRIE HWY,CLARKSVILLE,37040-5509,TN,37040-5509,US,6-27-2022,,,,
9923586,,BOS3,BOS3,1450 Osgood Landing,,NORTH ANDOVER,MA,01845-1015,US,6-27-2022,,,,
CGH1,,CGH1,CGH1,Avenida de Ligacao Doutor Antonio Jao Abdalla,947 Estrada do Gamelao, Bairro do Taboao,Cajamar,SP,7764000,BR,6-27-2022,,,
9923594,,CMH7,CMH7,1245 BEECH RD SW,,NEW ALBANY,OH,43054-7762,US,6-27-2022,,,,
9923608,,CRG1,CRG1,13450 WATERWORKS ST,,JACKSONVILLE,FL,32221-8118,US,6-27-2022,,,,
9923616,,DCA7,DCA7,Centreport Pkwy I-95,,FREDERICKSBURG,VA,22406,US,6-27-2022,,,,
9923624,,DET6,DET6,20110 WOODWARD AVE,,DETROIT,MI,48203-1083,US,6-27-2022,,,,
9923632,,FWA6,FWA6,5510 FLAUGH RD,,FORT WAYNE,IN,46818-9788,US,6-27-2022,,,,
9923640,,HDC3,HDC3,270 MIDWAY RD,,BETHEL,PA,19507-9517,US,6-27-2022,,,,
9923659,,HMW2,HMW2,30260 S GRAASKAMP BLVD,,WILMINGTON,IL,60481-2007,US,6-27-2022,,,,
9923667,,HSE2,HSE2,13905 Crayton Blvd,,HAGERSTOWN,MD,21742-3690,US,6-27-2022,,,,
9923675,,HSV2,HSV2,AL HWY 20,,MADISON,AL,35756,US,6-27-2022,,,,
9923683,,IAH3,IAH3,15525 Milner Road,,HOUSTON,TX,77032,US,6-27-2022,,,,
9928693,,MAO8,MAO8,14 Candlewood Lake Rd.,,BROOKFIELD,CT,6804,US,6-27-2022,,,,
9928685,,MAI8,MAI8,14837 POMERADO RD,,POWAY,CA,92064-2803,US,6-27-2022,,,,
9928715,,MAO7,MAO7,4054 Nesconset Hwy.,,EAST SETAUKET,NY,11733,US,6-28-2022,,,,
9928723,,MAL5,MAL5,357 BROADWAY,,SAUGUS,MA,01906-1905,US,6-28-2022,,,,
992874X,,MAI7,MAI7,1510 US 46 W.,,LITTLE FALLS,NJ,7424,US,6-28-2022,,,,
9928758,,MAC6,MAC6,403 W. Chester Pike,,Havertown,PA,19083,US,6-28-2022,,,,
9928766,,MAF5,MAF5,235 Foothill Blvd,,Upland,CA,91786,US,6-28-2022,,,,
9928774,,MAK5,MAK5,9960 Roosevelt Blvd,,PHILADELPHIA,PA,19115-1705,US,6-28-2022,,,,
9928782,,MAL2,MAL2,325 Palatine Rd,,ARLINGTON HEIGHTS,Illinois,60004,US,6-28-2022,,,,
9928790,,MAI2,MAI2,137 Rte. 35 & Wyckoff,,Eatontown,NJ,7724,US,6-28-2022,,,,
9928804,,MAM5,MAM5,2 Memorial Dr.,,LODI,NJ,7644,US,6-28-2022,,,,
9928812,,MAM9,MAM9,7530 Elk Grove Blvd,,ELK GROVE,CA,95757,US,6-28-2022,,,,
9928820,,MAF8,MAF8,21035 Hawthorne Blvd,,TORRANCE,CA,90503,US,6-28-2022,,,,
9929029,,VUCR,VUCR,1000 OATES CT,,MODESTO,CA,95358-5818,US,7-25-2022,,,,
9929150,,SCA7,SCA7,717 Harvest Road,Building A,SAN DIEGO,CA,92154,US,8-16-2022,,,,
9929169,,SMO1,SMO1,4001 East 149th Street,,KANSAS CITY,MO,64147,US,8-16-2022,,,,
9929177,,STX9,STX9,6401 US HIGHWAY 183 S,,,TX,78744,US,8-16-2022,,,,
9929185,,SAZ2,SAZ2," 	",,,,,,,,,,
10601 West Van Buren Street,,TOLLESON,AZ,85353,US,8-19-2022,,,,,,,,
9929193,,PTX3,PTX3,400 TECHNOLOGY PKWY,,COLLEGE STATION,TX,77845-5826,US,8-19-2022,,,,
9929207,,LBE1,LBE1,Glenn Fox Road and Siebe Drive,,NEW STANTON,PA,15672,US,8-19-2022,,,,
9929215,,HLA6,HLA6,8817 W Kibler Ave,,VISALIA,CA,93291,US,8-19-2022,,,,
992924X,,HDC4,HDC4,270 MIDWAY RD,,BETHEL,PA,19507-9517,US,8-19-2022,,,,
9929223,,HCA5,HCA5,5250 Goodman Way,,Eastvale,CA,91752,US,8-19-2022,,,,
9929282,,HAX4,HAX4,8817 W Kibler Ave,,VISALIA,CA,93291,US,8-19-2022,,,,
9929231,,CHO1,CHO1,32 TRADER RD,,FISHERSVILLE,VA,22939-2437,US,8-19-2022,,,,
9929320,,DTS1,DTS1,1850 Mercer Rd,,LEXINGTON,KY,40511,US,8-23-2022,,,,
9929339,,LSI1,LSI1,130 Independence Dr,,PITTSTON,PA,18640,US,8-23-2022,,,,
9929347,,LSI2,LSI2,3300 Wood Dr 100,,GARLAND,TX,75041,US,8-23-2022,,,,
9929059,,VUDE,VUDE,608 FOLCROFT ST,,BALTIMORE,MD,21224-2945,US,9-13-2022,,,,
9929517,,FLJ3,FLJ3,Yongcheng Science and Technology Innovation Pk.,,QingxiTown, Dongguan City,WA,98109,US,9-13-2022,,,
9929525,,FLJ4,FLJ4,No. 189 Qiushi Rd.,,Yiwu City,WA,98109,US,9-13-2022,,,,
9929576,,AWD1,AWD1,600 PRINCIPIO PKWY W,,NORTH EAST,MD,21901-2914,US,9-20-2022,,,,
9929584,,AWD2,AWD2,4200 FERRY RD,,NAPERVILLE,IL,60563,US,9-20-2022,,,,
9929819,,MAJ3,MAJ3,2130 State Route 35,,HOLMDEL,NJ,7733,US,10-20-2022,,,,
9929800,,MAZ1,MAZ1,1550 Crystal Dr #2,,Arlington,VA,22202,US,10-20-2022,,,,
9929827,,VUDF,VUDF,2020 E VINE AVE,,FRESNO,CA,93706-5458,US,10-20-2022,,,,
9929835,,VUDG,VUDG,651 Boulder Drive,,BREINIGSVILLE,PA,18031,US,10-20-2022,,,,
9929843,,VUDH,VUDH,3910 Alto Ave,,LAS VEGAS,NV,89115,US,10-20-2022,,,,
9929851,,VUDJ,VUDJ,2842 Spiegel Drive,,GROVEPORT,OH,43125,US,10-20-2022,,,,
EML1,,EML1,EML1,Calle Viveros de AsIs 283,Habitacional Viveros de la Loma Tlalnepantla de Baz,EDOMEX,Estado de Mexico,54080,MX,11-04-2022,,,,
EML2,,EML2,EML2,Av. Mexico 2624,Ladron de Guevara Guadalajara,JALISCO,JALISCO,44600,MX,11-04-2022,,,,
EML3,,EML3,EML3,Ignacio L. Vallarta 602,Centro Monterrey,NUEVO LEON,NUEVO LEON,64000,MX,11-04-2022,,,,
EMK5,,EMK5,EMK5,Avenida San Bernabe 191,Independencia Batan Norte,CIUDAD DE MEXICO,Mexico DF,10100,MX,11-04-2022,,,,
EMK7,,EMK7,EMK7,Av Chapultepec 596,San Miguel Chapultepec II Seccion,CIUDAD DE MEXICO,Mexico DF,11850,MX,11-04-2022,,,,
9930434,,VUDI,VUDI,201 Greenwood Ct,,MCDONOUGH,GA,30253,US,01-12-2023,,,,
9930442,,VUDM,VUDM,3419 RITNER HWY,,NEWVILLE,PA,17241-9460,US,01-12-2023,,,,
9930450,,VUDO,VUDO,5 TRUE TEMPER DR,,CARLISLE,PA,17015-6905,US,01-12-2023,,,,
9930469,,VUDN,VUDN,2250 I-30 Frontage Rd,,GRAND PRAIRIE,TX,75050,US,01-12-2023,,,,
9930477,,VUDL,VUDL,251 E LARAWAY RD,,JOLIET,IL,60433-8450,US,01-12-2023,,,,
9930183,,IWA3,IWA3,17710 Canyon Road E,,Frederickson,WA,98375,US,01-12-2023,,,,
9930558,,ABS1,ABS1,1 Temp Address,,HOLTSVILLE,NY,501,US,1-18-2023,,,,
9930566,,ABS2,ABS2,3 Temp Address,,BOWLING GREEN,KY,42101,US,1-18-2023,,,,
9930574,,ABS3,ABS3,3 Temp Address,,BOULDER,CO,80301,US,1-18-2023,,,,
9930582,,ABS4,ABS4,3 Temp Address,,SPOKANE,WA,99224,US,1-18-2023,,,,
9930590,,ALB8,ALB8,1710 SCHODACK VALLEY RD,,CASTLETON ON HUDSON,NY,12033,US,1-18-2023,,,,
9930604,,GEG8,GEG8,111 N HAYFORD RD,,SPOKANE,WA,99224,US,1-18-2023,,,,
9930612,,QXX3,QXX3,0 Temp Address,,HOLTSVILLE,NY,501,US,1-18-2023,,,,
9930620,,QXY2,QXY2,18580 GATEWAY DR,,VICTORVILLE,CA,92394-7904,US,1-18-2023,,,,
9930639,,QXZ1,QXZ1,3 Temp Address,,BOWLING GREEN,KY,42101,US,1-18-2023,,,,
9930647,,RMN3,RMN3,220 Centreport Pkwy.,,FREDERICKSBURG,VA,22406,US,1-18-2023,,,,
9930655,,ROC8,ROC8,2600 MANITOU RD,,ROCHESTER,NY,14653,US,1-18-2023,,,,
9930663,,SAC8,SAC8,8040 METRO AIR PKWY,,SACRAMENTO,CA,95837,US,1-19-2023,,,,
9930671,,SFC1,SFC1,2421 BEAR CORBITT RD,,NEW CASTLE,DE,19720,US,1-19-2023,,,,
993068X,,SFC2,SFC2,38 MARKET ST,,ELMWOOD PARK,NJ,7407,US,1-19-2023,,,,
9930698,,SFC3,SFC3,3701 S FLAMINGO RD,,MIRAMAR,FL,33027,US,1-19-2023,,,,
9930701,,SFL7,SFL7,4902 W WATERS AVE,,TAMPA,FL,33634-1321,US,1-19-2023,,,,
993071X,,STX8,STX8,3051 RESEARCH DR,,RICHARDSON,TX,75082-3504,US,1-19-2023,,,,
9930728,,TYS8,TYS8,210 PARTNERSHIP PKWY,,MARYVILLE,TN,37801,US,1-19-2023,,,,
9930736,,XLA4,XLA4,12801 Excelsior Drive,,SANTA FE SPRINGS,CA,90670-5413,US,1-19-2023,,,,
9930744,,XOA1,XOA1,GSC Logistics, ,,,,,,,,,
555 Maritime St.,,OAKLAND,CA,94607,US,1-19-2023,,,,,,,,
9930752,,XPH1,XPH1,ROADONE INTERMODEL LOGISTICS , ,,,,,,,,,
6625 COLLEGE DR,,SUFFOLK,VA,23435-2615,US,1-19-2023,,,,,,,,
9930760,,XSE2,XSE2,14409 24th St E,,SUMNER,WA,98390,US,1-19-2023,,,,
9917810,,FSD1,FSD1,6700 N. Marion Road,,Sioux Falls,SD,57107,US,1-31-2023,,,,
9931023,,VUDP,VUDP,1175 E. Francis Street,,ONTARIO,CA,91761,US,2-22-2023,,,,
9931287,,VUDQ,VUDQ,7130 New Buffington Rd,,FLORENCE,KY,41042,US,3-21-2023,,,,
9931325,,VUDT,VUDT,6817 W 300 N,,GREENFIELD,IN,46140,US,3-23-2023,,,,
9931333,,VUDS,VUDS,4625 N 45th Ave,,PHOENIX,AZ,85031,US,3-23-2023,,,,
9931341,,VUDR,VUDR,10700 NW 36th Ave,,MIAMI,FL,33166,US,3-23-2023,,,,
7803311,,YGK1,YGK1,659 COLLEGE ST E,,BELLEVILLE,ON,K8N 0A3,CA,3-23-2023,,,,
9931430,,VUDV,VUDV,3515 N Las Vegas Blvd,,LAS VEGAS,NV,89115,US,04-04-2023,,,,
9931457,,VUDU,VUDU,16400 E 620 Rd,,INOLA,OK,74036,US,04-04-2023,,,,
9931465,,VUDW,VUDW,1006 Marley Drive,,HAINES CITY,FL,33844,US,04-04-2023,,,,
9931651,,VUDX,VUDX,51 Commerce Dr,,MECHANICSBURG,PA,17050,US,4-24-2023,,,,
993166X,,VUDY,VUDY,1650 Macom Dr,,DEKALB,IL,60115,US,4-24-2023,,,,
9931678,,VUEE,VUEE,5151 East Philadelphia St,,ONTARIO,CA,91761,US,4-24-2023,,,,
9931686,,VUFH,VUFH,2850 Duke Parkway,,AURORA,IL,60502,US,4-24-2023,,,,
9931856,,VUEN,VUEN,2600 Regent Blvd,,DFW Airport,TX,75261,US,05-12-2023,,,,
9932011,,PGSA,PGSA,651 MONSTER RD SW,,RENTON,WA,98057-2966,US,05-01-2023,,,,
9907343,,XSD1,XSD1,2500 Export Drive,,LOUISVILLE,KY,40219,US,06-05-2023,,,,
9932143,,XPH8,XPH8,880 PA-940,,WHITE HAVEN,PA,18661-3473,US,06-05-2023,,,,
9932127,,XPH3,XPH3,300 Crossings Rd,,BURLINGTON,NJ,8016,US,06-05-2023,,,,
9932119,,XJF1,XJF1,2501 Mt Holly Road,,BURLINGTON,NJ,08016-4802,US,06-05-2023,,,,
9932100,,SIL4,SIL4,1260 N KOSTNER AVE,,CHICAGO,IL,60651,US,06-05-2023,,,,
9932097,,SFL8,SFL8,9775 AIR COMMERCE PKWY,,ORLANDO,FL,32827-7332,US,06-05-2023,,,,
9932089,,SFL6,SFL6,1301 PRESIDENT BARACK OBAMA HWY,,RIVIERA BEACH,FL,33404-6703,US,06-05-2023,,,,
9932070,,MDT9,MDT9,251 Westwood HL,,Frailey Twp,PA,17981,US,09-07-2023,,,,
9932062,,HGR5,HGR5,1480 UNITED DR,,SHIPPENSBURG,PA,17257-9552,US,06-05-2023,,,,
9932208,,VUER,VUER,2 Glenshaw St,,ORANGEBURG,NY,10962,US,06-12-2023,,,,
9932216,,VUEP,VUEP,13032 Slover Ave.,,FONTANA,CA,92337,US,06-12-2023,,,,
9932224,,VUEQ,VUEQ,1350 Moosic Lake Rd.,,JESSUP,PA,18434,US,06-12-2023,,,,
9932240,,VUES,VUES,2821 Danieldale Rd,,LANCASTER,TX,75134,US,6-13-2023,,,,
9932259,,VUET,VUET,753 Broadway Ave.,,BRASELTON,GA,30517,US,6-13-2023,,,,
9932305,,VUEO,VUEO,20500 S Alameda St,,CARSON,CA,90810,US,6-15-2023,,,,
9932402,,IUSJ,IUSJ,36900 W. 4th St.,,BEAUMONT,CA,92223,US,6-23-2023,,,,
9932666,,VUEU,VUEU,5803 Old Hwy 146,,SEABROOK,TX,77586,US,7-21-2023,,,,
9932968,,BAX2,BAX2,3829 Logistics Way,,Antioch,TN,37013,US,8-15-2023,,,,
9932976,,XCE3,XCE3,789 Industrial Blvd.,,WOOSTER,OH,44691-8927,US,8-15-2023,,,,
9932984,,LSI3,LSI3,1180 Elijah Creek Rd.,,HEBRON,KY,41048-8219,US,8-15-2023,,,,
9933441,,HEW7,HEW7,100 Forge Way 1,,ROCKAWAY,NJ,7866,US,8-23-2023,,,,
9933468,,HEU7,HEU7,33468 Eagle Rd Bldg 40,,TANGENT,OR,97389,US,8-23-2023,,,,
9933476,,HDC7,HDC7,6885 Commercial Dr,,SPRINGFIELD,VA,22150,US,8-23-2023,,,,
9933484,,HMK6,HMK6,5004 Tradewinds Pkwy,,MADISON,WI,53718,US,8-23-2023,,,,
9933492,,HLV7,HLV7,3777 Marion Drive,,LAS VEGAS,NV,89115,US,8-23-2023,,,,
9933506,,HLU7,HLU7,15704 Westport Commerce Drive,,CHESTERFIELD,MO,63017,US,8-23-2023,,,,
9933514,,HLO7,HLO7,4677 Peter Schickel Way NE,,GEORGETOWN,IN,47122,US,8-23-2023,,,,
9933522,,HKX7,HKX7,4825 Lumber Ln 101,,KNOXVILLE,TN,37921,US,8-23-2023,,,,
9933530,,HJX7,HJX7,2780 Lloyd Rd,,JACKSONVILLE,FL,32254,US,8-23-2023,,,,
9933549,,HIN7,HIN7,3507 Olive Rd Ste. F,,SOUTH BEND,IN,46628,US,8-23-2023,,,,
9933557,,HGE7,HGE7,2720 E Ferry Ave,Bldg. 3,SPOKANE,WA,99202,US,8-23-2023,,,,
9933565,,HFA7,HFA7,3523 S Northpointe Dr,,FRESNO,CA,93725,US,8-23-2023,,,,
9933042,,SFB2,SFB2,2501 N. Normandy Ave,,DELTONA,FL,32725,US,8-22-2023,,,,
9933050,,HBI7,HBI7,3920 E Lanark St,,MERIDIAN,ID,83642,US,8-22-2023,,,,
9933077,,ORH3,ORH3,53 Sturbridge Road,,CHARLTON,MA,1507,US,8-22-2023,,,,
9933069,,ABQ2,ABQ2,6251 Pioneer Trail NW,,LOS LUNAS,NM,87031,US,8-22-2023,,,,
9933085,,HAX7,HAX7,5650 Dolly Ave,,BUENA PARK,TX,77586,US,8-22-2023,,,,
9933093,,SBW1,SBW1,1701 East Patapsco Avenue,,BALTIMORE CITY,MD,21226,US,8-22-2023,,,,
9933107,,SVA2,SVA2,2000 Enterprise Parkway,,VIRGINIA BEACH CITY,VA,23666,US,8-22-2023,,,,
9933115,,HPH8,HPH8,1354 Old Post Road,,HAVRE DE GRACE,MD,21078,US,8-22-2023,,,,
9933123,,HLX7,HLX7,14100 Alton Pkwy,,IRVINE,CA,92618,US,8-22-2023,,,,
9933131,,HMY7,HMY7,10057 Airline Hwy Bldg 2,,SAINT ROSE,LA,70087,US,8-22-2023,,,,
993314X,,HAL7,HAL7,30B Post Rd Alton Pkwy,,ALBANY,NY,12205,US,8-22-2023,,,,
9933158,,HAX8,HAX8,3015 East Ana Street,,COMPTON,CA,90221,US,8-22-2023,,,,
9933166,,HBA7,HBA7,3510 Washington Blvd,,HALETHORPE,MD,21227,US,8-22-2023,,,,
9933174,,RYY2,RYY2,250 Cassville White Road,,Cartersville,GA,30184,US,8-22-2023,,,,
9933182,,HCO7,HCO7,715 S Academy Blvd,,COLORADO SPRINGS,CO,80910,US,8-22-2023,,,,
9933190,,HLI7,HLI7,400 Sharkey Dr,,MAUMELLE,AR,72113,US,8-22-2023,,,,
9933204,,HOK7,HOK7,3401 S. Council Road,,OKLAHOMA CITY,OK,73179,US,8-22-2023,,,,
9933212,,HSY7,HSY7,6804 Manlius Center Rd,,EAST SYRACUSE,NY,13057,US,8-22-2023,,,,
9933220,,HVB7,HVB7,103 Industrial Dr,,SUFFOLK,VA,23435,US,8-22-2023,,,,
9933239,,HLK8,HLK8,21320 84th Ave S,,KENT,WA,98032,US,8-22-2023,,,,
